"Site";"Plot";"Line";"Date";"PointLoc";"PointNbr";"TopCanopy";"Lower1";"Lower2";"Lower3";"Lower4";"SoilSurface";"HeightTop";"HeightLower1";"HeightLower2";"HeightLower3";"HeightLower4";"HeightSurface";"ChkboxTop";"ChkboxLower1";"ChkboxLower2";"ChkboxLower3";"ChkboxLower4";"ChkboxSoil"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"5.5";"11";"SPCR";"L";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"6";"12";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"6.5";"13";"SPCR";"L";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"7";"14";"HECO26";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"7.5";"15";"HECO26";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"8";"16";"SPCR";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"8.5";"17";"KRLA2";"EPVI";"L";"";"";"S";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"9";"18";"SPCR";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"9.5";"19";"HECO26";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"10";"20";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"10.5";"21";"HECO26";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"11";"22";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"11.5";"23";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"12";"24";"ATCA2/DP";"BOGR";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"12.5";"25";"ARTR2";"BOGR";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"13";"26";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"13.5";"27";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"14";"28";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"14.5";"29";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"15";"30";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"15.5";"31";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"16";"32";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"16.5";"33";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"17";"34";"ARTR2";"";"";"";"";"EL";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"17.5";"35";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"18";"36";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"18.5";"37";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"19";"38";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"19.5";"39";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"20";"40";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"20.5";"41";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"21";"42";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"21.5";"43";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"22";"44";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"22.5";"45";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"23";"46";"ATCA2";"HECO26";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"23.5";"47";"ATCA2";"SPCR";"";"";"";"EL";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"24";"48";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"24.5";"49";"SPCR";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"25";"50";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"25.5";"51";"LAOC3";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"26";"52";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"26.5";"53";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"27";"54";"CHVI8/DP";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"27.5";"55";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"28";"56";"CHVI8";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"28.5";"57";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"29";"58";"SPCR";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"29.5";"59";"BOGR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"2";"1/5/2014";"30";"60";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"0.5";"1";"ACHY";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"1";"2";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"1.5";"3";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"2";"4";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"2.5";"5";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"3";"6";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"3.5";"7";"ARTR2";"HECO26";"L";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"4";"8";"HECO26";"CHVI8";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"4.5";"9";"ACHY";"CHVI8";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"5";"10";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"5.5";"11";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"6";"12";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"6.5";"13";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"7";"14";"BOGR";"WL";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"7.5";"15";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"8";"16";"BOGR/D";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"8.5";"17";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"9";"18";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"9.5";"19";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"10";"20";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"10.5";"21";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"11";"22";"CHVI8/DP";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"11.5";"23";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"12";"24";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"12.5";"25";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"13";"26";"ARTR2";"SPCR";"";"";"";"S";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"13.5";"27";"ARTR2";"HECO26";"WL";"";"";"M";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"14";"28";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"14.5";"29";"HECO26";"BOGR";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"15";"30";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"15.5";"31";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"16";"32";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"16.5";"33";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"17";"34";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"17.5";"35";"HECO26";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"18";"36";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"18.5";"37";"None";"";"";"";"";"M";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"19";"38";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"19.5";"39";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"20";"40";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"20.5";"41";"None";"L";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"21";"42";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"21.5";"43";"HECO26";"";"";"";"";"M";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"22";"44";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"22.5";"45";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"23";"46";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"23.5";"47";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"24";"48";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"24.5";"49";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"25";"50";"None";"L";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"25.5";"51";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"26";"52";"HECO26";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"26.5";"53";"HECO26";"";"";"";"";"M";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"27";"54";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"27.5";"55";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"28";"56";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"28.5";"57";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"29";"58";"SPCR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"29.5";"59";"SPCR";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"3";"1/5/2014";"30";"60";"KRLA2";"";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"0.5";"1";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"1";"2";"ACHY";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"1.5";"3";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"2";"4";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"2.5";"5";"None";"L";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"3";"6";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"3.5";"7";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"4";"8";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"4.5";"9";"HECO26";"CHVI8";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"5";"10";"HECO26";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"5.5";"11";"CHVI8";"ACHY";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"6";"12";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"6.5";"13";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"7";"14";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"7.5";"15";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"8";"16";"HECO26";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"8.5";"17";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"9";"18";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"9.5";"19";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"10";"20";"HECO26";"BOGR";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"10.5";"21";"CHVI8/DP";"ACHY";"BOGR";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"11";"22";"HECO26";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"11.5";"23";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"12";"24";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"12.5";"25";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"13";"26";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"13.5";"27";"None";"";"";"";"";"EL";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"14";"28";"None";"L";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"14.5";"29";"None";"L";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"15";"30";"BOGR";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"15.5";"31";"BOGR";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"16";"32";"BOGR";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"16.5";"33";"HECO26";"L";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"17";"34";"None";"L";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"17.5";"35";"None";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"18";"36";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"18.5";"37";"BOGR";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"19";"38";"BOGR";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"19.5";"39";"BOGR";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"20";"40";"HECO26";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"20.5";"41";"None";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"21";"42";"CHVI8";"ACHY";"BOGR";"";"";"S";"";"";"";"";"";"";"True";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"21.5";"43";"HECO26";"";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"22";"44";"ACHY";"HECO26";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"22.5";"45";"HECO26";"";"";"";"";"LC";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"23";"46";"CHVI8";"";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"23.5";"47";"CHVI8";"";"";"";"";"D";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"24";"48";"HECO26";"BOGR";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"24.5";"49";"None";"L";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"25";"50";"HECO26";"BOGR";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
"BEEF BASIN 2013";"M4_2";"4";"1/5/2014";"25.5";"51";"KRLA2/DP";"HECO26";"";"";"";"S";"";"";"";"";"";"";"False";"False";"False";"False";"False";"False"
