Site,Plot,Indicator,1st Hit Avg,1st Hit StDev,Any Hit Avg,Any Hit StDev
BEEF BASIN 2013,76,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,76,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,76,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,76,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,76,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ACHY,0.033,0.034,0.050,0.050
BEEF BASIN 2013,77,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ARTR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ARTR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ATCA2,0.011,0.019,0.011,0.019
BEEF BASIN 2013,77,ATCA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ATCA2/DP,0.006,0.010,0.006,0.010
BEEF BASIN 2013,77,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,BOGR,0.145,0.135,0.194,0.152
BEEF BASIN 2013,77,BOGR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,BRTE,0.006,0.010,0.011,0.019
BEEF BASIN 2013,77,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ELEL,0.006,0.010,0.006,0.010
BEEF BASIN 2013,77,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,GUSA,0.006,0.010,0.006,0.010
BEEF BASIN 2013,77,GUSA/D,0.011,0.010,0.011,0.010
BEEF BASIN 2013,77,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,GUSA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,HECO26,0.205,0.197,0.217,0.202
BEEF BASIN 2013,77,HECO26/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,77,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,JUOS,0.022,0.039,0.028,0.048
BEEF BASIN 2013,77,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,KRLA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,LEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,PEPU7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,PHAU3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,PIED,0.095,0.069,0.095,0.069
BEEF BASIN 2013,77,PIED/D,0.011,0.019,0.011,0.019
BEEF BASIN 2013,77,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,SPCR,0.006,0.010,0.011,0.019
BEEF BASIN 2013,77,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,77,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ACHY,0.000,0.000,0.006,0.010
BEEF BASIN 2013,79,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ARTR2,0.011,0.019,0.011,0.019
BEEF BASIN 2013,79,ARTR2/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,79,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ATCA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ATCA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,BOGR,0.072,0.075,0.072,0.075
BEEF BASIN 2013,79,BOGR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,GUSA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,GUSA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,GUSA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,HECO26,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,HECO26/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,JUOS,0.050,0.087,0.056,0.096
BEEF BASIN 2013,79,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,KRLA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,LEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,PEPU7,0.006,0.010,0.006,0.010
BEEF BASIN 2013,79,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,PHAU3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,PIED,0.039,0.054,0.039,0.054
BEEF BASIN 2013,79,PIED/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,SPCR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,79,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ACHY,0.022,0.025,0.028,0.035
BEEF BASIN 2013,80,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ARTR2,0.011,0.019,0.011,0.019
BEEF BASIN 2013,80,ARTR2/D,0.033,0.017,0.033,0.017
BEEF BASIN 2013,80,ARTR2/DP,0.006,0.010,0.006,0.010
BEEF BASIN 2013,80,ATCA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ATCA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,BOGR,0.322,0.079,0.345,0.086
BEEF BASIN 2013,80,BOGR/D,0.050,0.029,0.050,0.029
BEEF BASIN 2013,80,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CHVI8,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ELEL,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,EPVI,0.006,0.010,0.011,0.010
BEEF BASIN 2013,80,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,GUSA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,GUSA/D,0.017,0.029,0.022,0.025
BEEF BASIN 2013,80,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,GUSA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,HECO26,0.133,0.060,0.156,0.051
BEEF BASIN 2013,80,HECO26/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,JUOS,0.006,0.010,0.006,0.010
BEEF BASIN 2013,80,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,KRLA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,LEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,PEPU7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,PHAU3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,PIED,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,PIED/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,SPCR,0.011,0.010,0.011,0.010
BEEF BASIN 2013,80,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,UNKSPR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,80,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ACHY,0.034,0.029,0.034,0.029
BEEF BASIN 2013,82,ACHY/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ARTR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ARTR2/D,0.028,0.009,0.033,0.000
BEEF BASIN 2013,82,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ATCA2,0.017,0.000,0.017,0.000
BEEF BASIN 2013,82,ATCA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ATCA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,BOGR,0.300,0.017,0.322,0.025
BEEF BASIN 2013,82,BOGR/D,0.011,0.010,0.011,0.010
BEEF BASIN 2013,82,BOGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,BOGR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,BRTE,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,CEIN7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,CEIN7/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,CEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,CHVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,CHVI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,CHVI/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,CHVI8,0.028,0.025,0.028,0.025
BEEF BASIN 2013,82,CHVI8/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,CHVI8/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,CRAN4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,CRFL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ECCO5/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ECCOC,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ECCOC/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ELEL,0.000,0.000,0.006,0.010
BEEF BASIN 2013,82,ELEL5,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,EPVI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ERCI6,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,ERMI4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,FRAN2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,GRFA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,GUMI,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,GUSA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,GUSA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,GUSA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,GUSA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,GUSA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,HECO26,0.033,0.044,0.039,0.054
BEEF BASIN 2013,82,HECO26/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,82,HYACA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,HYFI/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,JUOS,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,JUOS/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,JUOS/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,KRLA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,KRLA2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,LEMO2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,MAFR3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,MAFR3/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,MAGR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,OPPO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,OPPO/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,OPPO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,PEPU7,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,PEPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,PHAU3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,PHAU3/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,PHAUA3,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,PIED,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,PIED/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,PIED/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,PLPA2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,PSSP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,SALS0,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,SHRO,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,SHRO/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,SPCO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,SPCR,0.083,0.060,0.089,0.067
BEEF BASIN 2013,82,SPCR/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,STUPID,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,SYOR,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,SYOR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,SYOR2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,UNKCLOVER,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,UNKF2A,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,UNKSPR,0.006,0.010,0.006,0.010
BEEF BASIN 2013,82,YUBA,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,YUBA/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,82,YUBA/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,ACHY,0.011,0.010,0.017,0.017
BEEF BASIN 2013,83,ACHY/D,0.006,0.010,0.006,0.010
BEEF BASIN 2013,83,AF01,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,AMSIN,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,AMUT,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,AMUT/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,ARNO4,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,ARPU9,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,ARPU9/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,ARTR2,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,ARTR2/D,0.022,0.025,0.028,0.035
BEEF BASIN 2013,83,ARTR2/DP,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,ATCA2,0.006,0.010,0.006,0.010
BEEF BASIN 2013,83,ATCA2/D,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,ATCA2/DP,0.006,0.010,0.006,0.010
BEEF BASIN 2013,83,BAMU,0.000,0.000,0.000,0.000
BEEF BASIN 2013,83,BOGR,0.350,0.060,0.367,0.060
